Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,198.000000,200.800003,197.809998,200.789993,192.579193,3554200
2020-01-03,199.389999,200.550003,198.850006,200.080002,191.898239,2767600
2020-01-06,199.600006,202.770004,199.350006,202.330002,194.056229,4660400
2020-01-07,201.869995,202.679993,200.509995,202.630005,194.343964,4047400
2020-01-08,202.619995,206.690002,202.199997,205.910004,197.489853,5284200
2020-01-09,206.860001,209.369995,206.100006,208.350006,199.830063,5971600
2020-01-10,208.440002,208.949997,207.270004,207.270004,198.794220,2336400
2020-01-13,207.380005,207.779999,205.759995,206.509995,198.065292,2784200
2020-01-14,205.460007,207.649994,205.460007,207.320007,198.842178,2622700
2020-01-15,207.320007,210.350006,207.320007,209.770004,201.192001,3369400
2020-01-16,210.110001,211.110001,209.220001,210.850006,202.227829,2726700
2020-01-17,211.419998,212.770004,211.350006,211.979996,203.311630,3540400
2020-01-21,211.369995,212.259995,210.220001,211.160004,202.525162,4100500
2020-01-22,213.160004,213.660004,211.410004,211.440002,202.793686,2757400
2020-01-23,210.539993,213.500000,208.619995,213.419998,204.692734,3378200
2020-01-24,214.179993,214.179993,210.899994,211.240005,202.601883,3106300
2020-01-27,207.839996,210.610001,207.300003,209.339996,200.779572,3389300
2020-01-28,209.889999,212.210007,209.860001,210.389999,201.786636,3855200
2020-01-29,211.690002,216.419998,210.800003,214.440002,205.671021,5734800
2020-01-30,214.000000,216.740005,212.830002,216.179993,207.339874,3560700
2020-01-31,215.520004,217.100006,213.139999,213.970001,205.220261,3920800
2020-02-03,214.990005,216.880005,214.229996,215.179993,206.380737,3539200
2020-02-04,216.110001,216.690002,214.250000,214.619995,205.843658,3367900
2020-02-05,215.639999,215.779999,213.009995,214.369995,205.603882,2911400
2020-02-06,214.720001,214.820007,212.639999,212.869995,204.165222,2903300
2020-02-07,212.559998,212.839996,211.089996,211.610001,202.956757,2421600
2020-02-10,211.339996,213.279999,211.250000,213.210007,204.491318,2318800
2020-02-11,214.000000,215.860001,213.649994,215.729996,206.908279,2694500
2020-02-12,216.000000,217.470001,215.110001,217.460007,208.567520,2844900
2020-02-13,216.710007,218.389999,216.190002,217.419998,208.529175,2853400
2020-02-14,217.500000,217.839996,216.380005,217.089996,208.212646,1720400
2020-02-18,215.919998,217.039993,215.669998,216.149994,207.311111,2712600
2020-02-19,216.809998,216.919998,215.610001,215.630005,206.812347,2229500
2020-02-20,216.149994,216.649994,212.779999,215.080002,206.284851,2869400
2020-02-21,215.240005,216.369995,214.300003,215.869995,207.042526,2791200
2020-02-24,210.580002,215.179993,210.110001,213.520004,204.788635,4218800
2020-02-25,214.580002,216.830002,211.149994,212.100006,203.426712,5053700
2020-02-26,212.889999,214.559998,209.750000,210.100006,201.508499,4190800
2020-02-27,207.699997,210.000000,200.929993,201.000000,192.780609,6406200
2020-02-28,196.000000,198.440002,188.809998,194.169998,187.395325,11324000
2020-03-02,193.809998,202.550003,193.179993,202.550003,195.482925,6154200
2020-03-03,202.000000,205.669998,197.160004,199.509995,192.548996,5115200
2020-03-04,201.929993,207.160004,200.899994,207.020004,199.796967,4260400
2020-03-05,202.639999,203.910004,196.330002,198.320007,191.400513,4107200
2020-03-06,192.899994,199.580002,191.210007,198.860001,191.921692,6360100
2020-03-09,187.669998,194.470001,184.100006,186.860001,180.340347,7788500
2020-03-10,190.949997,200.000000,187.889999,199.860001,192.886780,5835200
2020-03-11,192.940002,195.740005,185.830002,188.250000,181.681854,5625100
2020-03-12,174.779999,179.839996,169.380005,170.130005,164.194061,9079300
2020-03-13,178.259995,179.470001,168.199997,177.130005,170.949829,8042600
2020-03-16,157.100006,161.919998,147.630005,149.009995,143.810974,9341300
2020-03-17,148.020004,149.479996,135.000000,147.619995,142.469467,13708200
2020-03-18,137.500000,141.710007,124.230003,137.300003,132.509537,12627600
2020-03-19,135.199997,154.839996,128.210007,149.500000,144.283890,12773400
2020-03-20,153.589996,161.539993,147.770004,148.490005,143.309113,12000000
2020-03-23,142.949997,153.210007,136.500000,137.100006,132.316498,10660400
2020-03-24,149.000000,162.979996,146.100006,161.949997,156.299484,11678400
2020-03-25,165.000000,171.360001,159.220001,162.979996,157.293533,9708700
2020-03-26,163.990005,170.929993,161.000000,167.350006,161.511063,8259900
2020-03-27,162.779999,169.740005,159.220001,164.009995,158.287598,6441400
2020-03-30,164.919998,170.309998,163.570007,168.130005,162.263870,5621700
2020-03-31,166.839996,169.509995,165.000000,165.350006,159.580856,4519900
2020-04-01,160.220001,161.440002,156.350006,158.169998,152.651382,4668900
2020-04-02,155.000000,161.949997,155.000000,161.500000,155.865173,4803200
2020-04-03,160.309998,162.229996,156.149994,160.330002,154.735992,5050400
2020-04-06,169.199997,177.869995,168.240005,177.039993,170.862976,8330900
2020-04-07,184.529999,185.190002,175.160004,175.589996,169.463547,7848300
2020-04-08,175.009995,179.419998,174.100006,177.490005,171.297287,5665700
2020-04-09,180.729996,185.460007,179.619995,183.699997,177.290604,4901300
2020-04-13,182.679993,182.850006,176.910004,180.119995,173.835495,3182500
2020-04-14,183.750000,184.490005,181.839996,183.990005,177.570480,3863800
2020-04-15,178.740005,180.970001,177.270004,177.839996,171.635071,4961500
2020-04-16,177.000000,179.910004,172.270004,179.500000,173.237152,7120800
2020-04-17,182.320007,186.809998,180.229996,186.100006,179.606873,6467600
2020-04-20,184.449997,185.779999,181.550003,181.649994,175.312119,3856500
2020-04-21,177.369995,179.389999,176.100006,177.580002,171.384140,4758300
2020-04-22,180.750000,187.729996,180.750000,186.479996,179.973602,4243600
2020-04-23,186.160004,187.330002,181.320007,182.039993,175.688538,5050100
2020-04-24,183.259995,184.350006,180.860001,184.020004,177.599442,3319600
2020-04-27,185.149994,188.369995,184.770004,185.889999,179.404205,4048200
2020-04-28,190.000000,190.000000,185.570007,185.929993,179.442795,3805000
2020-04-29,188.529999,190.410004,186.880005,187.820007,181.266876,3465200
2020-04-30,182.000000,188.309998,180.759995,187.559998,181.015915,7127200
2020-05-01,184.000000,185.539993,182.149994,182.660004,176.286896,3764800
2020-05-04,181.309998,182.460007,178.869995,181.869995,175.524475,4027100
2020-05-05,183.529999,183.860001,179.110001,179.240005,172.986237,3828400
2020-05-06,180.600006,181.119995,176.860001,176.970001,170.795441,3916900
2020-05-07,179.500000,181.559998,178.300003,181.119995,174.800629,3039600
2020-05-08,183.199997,183.429993,179.910004,181.229996,174.906784,3411600
2020-05-11,179.369995,182.880005,178.520004,180.880005,174.569000,2631300
2020-05-12,181.970001,182.589996,176.440002,176.539993,170.380417,3610600
2020-05-13,176.179993,176.570007,171.009995,172.820007,166.790222,4729100
2020-05-14,170.199997,175.660004,167.850006,175.410004,169.289856,4868400
2020-05-15,173.050003,174.710007,171.679993,173.809998,167.745682,6879600
2020-05-18,180.059998,181.149994,178.110001,179.830002,173.555618,4653000
2020-05-19,180.119995,181.460007,178.070007,179.570007,173.304733,3365000
2020-05-20,182.000000,184.600006,180.570007,184.100006,177.676651,4920800
2020-05-21,184.179993,185.479996,182.110001,185.080002,178.622467,2913600
2020-05-22,184.479996,185.350006,183.179993,184.410004,177.975845,2475200
2020-05-26,189.589996,190.660004,184.240005,184.839996,178.390839,3990900
2020-05-27,188.740005,188.750000,185.270004,187.720001,181.170349,3993400
2020-05-28,189.419998,190.479996,186.720001,188.729996,182.145111,3567600
2020-05-29,187.429993,188.699997,185.710007,186.320007,181.018112,5717200
2020-06-01,186.710007,187.839996,185.600006,187.410004,182.077103,2168200
2020-06-02,188.399994,188.559998,186.089996,187.589996,182.251968,3125500
2020-06-03,188.470001,193.809998,188.089996,193.289993,187.789764,3881500
2020-06-04,192.320007,194.259995,191.619995,193.240005,187.741196,3469100
2020-06-05,198.000000,200.149994,196.270004,197.160004,191.549652,4728300
2020-06-08,195.679993,202.729996,195.639999,202.649994,196.883423,4443900
2020-06-09,200.369995,201.570007,199.009995,199.520004,193.842499,3728600
2020-06-10,199.130005,199.559998,195.669998,195.800003,190.228363,3459900
2020-06-11,190.899994,192.910004,186.330002,187.509995,182.174255,5796000
2020-06-12,191.669998,191.669998,185.449997,189.169998,183.787033,4108600
2020-06-15,184.600006,190.119995,184.139999,189.490005,184.097900,4499000
2020-06-16,192.000000,193.500000,187.509995,190.320007,184.904297,5434800
2020-06-17,191.919998,192.880005,190.419998,190.789993,185.360916,3154100
2020-06-18,190.009995,190.740005,187.889999,189.490005,184.097900,3153300
2020-06-19,192.289993,192.360001,186.529999,186.559998,181.251282,6267700
2020-06-22,186.000000,187.770004,184.889999,187.460007,182.125702,3223200
2020-06-23,189.550003,189.729996,186.320007,186.619995,181.309555,2951900
2020-06-24,184.960007,185.710007,181.339996,184.289993,179.045868,4146600
2020-06-25,183.509995,184.080002,180.330002,182.759995,177.559418,3145200
2020-06-26,182.369995,182.809998,178.880005,179.740005,174.625351,5107400
2020-06-29,180.570007,182.830002,179.169998,182.800003,177.598267,2622200
2020-06-30,182.919998,185.199997,181.889999,184.470001,179.220764,3163100
2020-07-01,184.949997,186.440002,183.720001,184.660004,179.405365,2193800
2020-07-02,187.000000,187.000000,182.860001,183.520004,178.297806,2690200
2020-07-06,186.000000,188.720001,184.139999,188.500000,183.136093,3171500
