Date,Date_1,Open,High,Low,Close,Adj_Close,Volume
1992-10-01T00:00:00Z,1992-10-01,0.480469,0.480469,0.457031,0.460938,0.378997,4556800
1992-10-02T00:00:00Z,1992-10-02,0.457031,0.460938,0.4375,0.449219,0.369361,5926400
1992-10-05T00:00:00Z,1992-10-05,0.425781,0.453125,0.421875,0.453125,0.372573,12755200
1992-10-06T00:00:00Z,1992-10-06,0.460938,0.460938,0.445313,0.457031,0.375785,6022400
1992-10-07T00:00:00Z,1992-10-07,0.457031,0.457031,0.445313,0.445313,0.36615,3692800
1992-10-08T00:00:00Z,1992-10-08,0.449219,0.457031,0.445313,0.457031,0.375785,2470400
1992-10-09T00:00:00Z,1992-10-09,0.457031,0.457031,0.445313,0.447266,0.367756,2432000
1992-10-12T00:00:00Z,1992-10-12,0.445313,0.464844,0.445313,0.464844,0.382209,4134400
1992-10-13T00:00:00Z,1992-10-13,0.464844,0.472656,0.457031,0.472656,0.388632,4390400
1992-10-14T00:00:00Z,1992-10-14,0.472656,0.476563,0.460938,0.464844,0.382209,4742400
1992-10-15T00:00:00Z,1992-10-15,0.460938,0.472656,0.453125,0.46875,0.38542,2950400
1992-10-16T00:00:00Z,1992-10-16,0.46875,0.488281,0.460938,0.484375,0.398268,8774400
1992-10-19T00:00:00Z,1992-10-19,0.488281,0.507813,0.480469,0.507813,0.417539,14745600
1992-10-20T00:00:00Z,1992-10-20,0.511719,0.515625,0.5,0.5,0.411115,8032000
1992-10-21T00:00:00Z,1992-10-21,0.503906,0.503906,0.492188,0.492188,0.404692,3366400
1992-10-22T00:00:00Z,1992-10-22,0.5,0.503906,0.492188,0.503906,0.414327,5772800
1992-10-23T00:00:00Z,1992-10-23,0.503906,0.507813,0.496094,0.5,0.411115,5785600
1992-10-26T00:00:00Z,1992-10-26,0.507813,0.507813,0.492188,0.496094,0.407903,7436800
1992-10-27T00:00:00Z,1992-10-27,0.496094,0.496094,0.453125,0.460938,0.378997,19462400
1992-10-28T00:00:00Z,1992-10-28,0.457031,0.464844,0.4375,0.441406,0.362937,22240000
1992-10-29T00:00:00Z,1992-10-29,0.453125,0.46875,0.445313,0.46875,0.38542,21280000
1992-10-30T00:00:00Z,1992-10-30,0.46875,0.46875,0.457031,0.460938,0.378997,5120000
1992-11-02T00:00:00Z,1992-11-02,0.464844,0.46875,0.445313,0.445313,0.36615,18604800
1992-11-03T00:00:00Z,1992-11-03,0.449219,0.457031,0.441406,0.457031,0.375785,5952000
1992-11-04T00:00:00Z,1992-11-04,0.457031,0.460938,0.449219,0.455078,0.374179,3699200
1992-11-05T00:00:00Z,1992-11-05,0.449219,0.464844,0.449219,0.464844,0.382209,17504000
1992-11-06T00:00:00Z,1992-11-06,0.46875,0.5,0.460938,0.496094,0.407903,25056000
1992-11-09T00:00:00Z,1992-11-09,0.5,0.507813,0.488281,0.5,0.411115,13024000
1992-11-10T00:00:00Z,1992-11-10,0.503906,0.503906,0.484375,0.488281,0.401479,4870400
1992-11-11T00:00:00Z,1992-11-11,0.492188,0.5,0.484375,0.496094,0.407903,4230400
1992-11-12T00:00:00Z,1992-11-12,0.5,0.503906,0.480469,0.480469,0.395056,12524800
1992-11-13T00:00:00Z,1992-11-13,0.488281,0.503906,0.480469,0.5,0.411115,11520000
1992-11-16T00:00:00Z,1992-11-16,0.503906,0.507813,0.496094,0.503906,0.414327,12582400
1992-11-17T00:00:00Z,1992-11-17,0.507813,0.507813,0.5,0.507813,0.417539,8256000
1992-11-18T00:00:00Z,1992-11-18,0.5,0.535156,0.5,0.53125,0.43681,25280000
1992-11-19T00:00:00Z,1992-11-19,0.53125,0.5625,0.53125,0.5625,0.462504,19276800
1992-11-20T00:00:00Z,1992-11-20,0.5625,0.585938,0.554688,0.556641,0.457687,46131200
1992-11-23T00:00:00Z,1992-11-23,0.5625,0.566406,0.539063,0.558594,0.459293,16620800
1992-11-24T00:00:00Z,1992-11-24,0.5625,0.574219,0.554688,0.5625,0.462504,6067200
1992-11-25T00:00:00Z,1992-11-25,0.566406,0.582031,0.558594,0.576172,0.473746,8051200
1992-11-27T00:00:00Z,1992-11-27,0.582031,0.582031,0.570313,0.572266,0.470534,2464000
1992-11-30T00:00:00Z,1992-11-30,0.582031,0.59375,0.566406,0.589844,0.484987,9465600
1992-12-01T00:00:00Z,1992-12-01,0.59375,0.59375,0.570313,0.578125,0.475352,9171200
1992-12-02T00:00:00Z,1992-12-02,0.574219,0.574219,0.527344,0.558594,0.459293,44780800
1992-12-03T00:00:00Z,1992-12-03,0.558594,0.558594,0.527344,0.550781,0.452869,28006400
1992-12-04T00:00:00Z,1992-12-04,0.541016,0.554688,0.527344,0.550781,0.452869,24364800
1992-12-07T00:00:00Z,1992-12-07,0.554688,0.554688,0.535156,0.537109,0.441627,34515200
1992-12-08T00:00:00Z,1992-12-08,0.539063,0.542969,0.527344,0.535156,0.440021,16448000
1992-12-09T00:00:00Z,1992-12-09,0.527344,0.537109,0.515625,0.527344,0.433598,7718400
1992-12-10T00:00:00Z,1992-12-10,0.519531,0.550781,0.519531,0.546875,0.449657,14259200
1992-12-11T00:00:00Z,1992-12-11,0.550781,0.550781,0.542969,0.542969,0.446445,5734400
1992-12-14T00:00:00Z,1992-12-14,0.546875,0.546875,0.53125,0.535156,0.440021,7123200
1992-12-15T00:00:00Z,1992-12-15,0.535156,0.550781,0.527344,0.550781,0.452869,6867200
1992-12-16T00:00:00Z,1992-12-16,0.548828,0.574219,0.542969,0.5625,0.462504,17529600
1992-12-17T00:00:00Z,1992-12-17,0.570313,0.582031,0.5625,0.578125,0.475352,14988800
1992-12-18T00:00:00Z,1992-12-18,0.578125,0.582031,0.574219,0.574219,0.47214,4473600
1992-12-21T00:00:00Z,1992-12-21,0.574219,0.582031,0.558594,0.582031,0.478563,3046400
1992-12-22T00:00:00Z,1992-12-22,0.582031,0.582031,0.566406,0.570313,0.468929,4441600
1992-12-23T00:00:00Z,1992-12-23,0.566406,0.570313,0.550781,0.554688,0.456081,7808000
1992-12-24T00:00:00Z,1992-12-24,0.554688,0.554688,0.542969,0.546875,0.449657,5420800
1992-12-28T00:00:00Z,1992-12-28,0.546875,0.546875,0.53125,0.544922,0.448051,3699200
1992-12-29T00:00:00Z,1992-12-29,0.539063,0.5625,0.539063,0.5625,0.462504,13766400
1992-12-30T00:00:00Z,1992-12-30,0.5625,0.566406,0.554688,0.5625,0.462504,8992000
1992-12-31T00:00:00Z,1992-12-31,0.566406,0.582031,0.558594,0.578125,0.475352,5836800
1993-01-04T00:00:00Z,1993-01-04,0.582031,0.585938,0.574219,0.582031,0.478563,13376000
1993-01-05T00:00:00Z,1993-01-05,0.578125,0.597656,0.570313,0.59375,0.488199,14240000
1993-01-06T00:00:00Z,1993-01-06,0.597656,0.605469,0.589844,0.601563,0.494623,18329600
1993-01-07T00:00:00Z,1993-01-07,0.601563,0.636719,0.597656,0.617188,0.50747,33414400
1993-01-08T00:00:00Z,1993-01-08,0.617188,0.625,0.597656,0.609375,0.501047,24044800
1993-01-11T00:00:00Z,1993-01-11,0.613281,0.621094,0.585938,0.601563,0.494623,15705600
1993-01-12T00:00:00Z,1993-01-12,0.609375,0.609375,0.59375,0.595703,0.489805,6220800
1993-01-13T00:00:00Z,1993-01-13,0.601563,0.605469,0.589844,0.59375,0.488199,14291200
1993-01-14T00:00:00Z,1993-01-14,0.59375,0.640625,0.585938,0.640625,0.526741,19065600
1993-01-15T00:00:00Z,1993-01-15,0.644531,0.660156,0.625,0.628906,0.517105,32748800
1993-01-18T00:00:00Z,1993-01-18,0.628906,0.636719,0.617188,0.636719,0.52353,10521600
1993-01-19T00:00:00Z,1993-01-19,0.640625,0.644531,0.613281,0.621094,0.510682,11148800
1993-01-20T00:00:00Z,1993-01-20,0.621094,0.621094,0.605469,0.607422,0.499441,7315200
1993-01-21T00:00:00Z,1993-01-21,0.609375,0.613281,0.589844,0.59375,0.488199,15052800
1993-01-22T00:00:00Z,1993-01-22,0.601563,0.609375,0.59375,0.605469,0.497835,9196800
1993-01-25T00:00:00Z,1993-01-25,0.605469,0.617188,0.597656,0.613281,0.504258,13228800
1993-01-26T00:00:00Z,1993-01-26,0.613281,0.613281,0.605469,0.613281,0.504258,10803200
1993-01-27T00:00:00Z,1993-01-27,0.613281,0.613281,0.582031,0.597656,0.491411,10060800
1993-01-28T00:00:00Z,1993-01-28,0.597656,0.597656,0.585938,0.589844,0.484987,3468800
1993-01-29T00:00:00Z,1993-01-29,0.591797,0.605469,0.589844,0.601563,0.494623,2848000
1993-02-01T00:00:00Z,1993-02-01,0.597656,0.601563,0.589844,0.589844,0.484987,7974400
1993-02-02T00:00:00Z,1993-02-02,0.589844,0.613281,0.589844,0.601563,0.494623,17094400
1993-02-03T00:00:00Z,1993-02-03,0.613281,0.613281,0.601563,0.601563,0.494623,6099200
1993-02-04T00:00:00Z,1993-02-04,0.601563,0.625,0.601563,0.625,0.513894,10611200
1993-02-05T00:00:00Z,1993-02-05,0.625,0.625,0.601563,0.601563,0.494623,8742400
1993-02-08T00:00:00Z,1993-02-08,0.601563,0.609375,0.585938,0.591797,0.486593,6201600
1993-02-09T00:00:00Z,1993-02-09,0.597656,0.597656,0.558594,0.570313,0.468929,16409600
1993-02-10T00:00:00Z,1993-02-10,0.574219,0.578125,0.542969,0.554688,0.456081,11840000
1993-02-11T00:00:00Z,1993-02-11,0.554688,0.566406,0.546875,0.558594,0.459293,4608000
1993-02-12T00:00:00Z,1993-02-12,0.558594,0.566406,0.550781,0.556641,0.457687,3769600
1993-02-16T00:00:00Z,1993-02-16,0.542969,0.550781,0.527344,0.542969,0.446445,21036800
1993-02-17T00:00:00Z,1993-02-17,0.542969,0.550781,0.523438,0.529297,0.435204,25715200
1993-02-18T00:00:00Z,1993-02-18,0.535156,0.542969,0.527344,0.539063,0.443234,11219200
1993-02-19T00:00:00Z,1993-02-19,0.542969,0.546875,0.527344,0.53125,0.43681,9798400
1993-02-22T00:00:00Z,1993-02-22,0.53125,0.539063,0.523438,0.529297,0.435204,5184000
1993-02-23T00:00:00Z,1993-02-23,0.53125,0.53125,0.496094,0.515625,0.423962,20089600
1993-02-24T00:00:00Z,1993-02-24,0.507813,0.527344,0.496094,0.527344,0.433598,16672000
1993-02-25T00:00:00Z,1993-02-25,0.527344,0.558594,0.519531,0.558594,0.459293,10336000
1993-02-26T00:00:00Z,1993-02-26,0.5625,0.566406,0.554688,0.566406,0.465716,4563200
1993-03-01T00:00:00Z,1993-03-01,0.566406,0.566406,0.550781,0.550781,0.452869,2956800
1993-03-02T00:00:00Z,1993-03-02,0.558594,0.574219,0.546875,0.570313,0.468929,6374400
1993-03-03T00:00:00Z,1993-03-03,0.566406,0.585938,0.566406,0.585938,0.481776,6956800
1993-03-04T00:00:00Z,1993-03-04,0.585938,0.597656,0.582031,0.585938,0.481776,17971200
1993-03-05T00:00:00Z,1993-03-05,0.585938,0.587891,0.570313,0.578125,0.475352,4896000
1993-03-08T00:00:00Z,1993-03-08,0.574219,0.585938,0.570313,0.578125,0.475352,5075200
1993-03-09T00:00:00Z,1993-03-09,0.574219,0.578125,0.5625,0.578125,0.475352,5280000
1993-03-10T00:00:00Z,1993-03-10,0.578125,0.578125,0.570313,0.570313,0.468929,3104000
1993-03-11T00:00:00Z,1993-03-11,0.585938,0.625,0.585938,0.615234,0.505864,29836800
1993-03-12T00:00:00Z,1993-03-12,0.613281,0.617188,0.601563,0.605469,0.497835,15372800
1993-03-15T00:00:00Z,1993-03-15,0.613281,0.628906,0.605469,0.625,0.513894,8569600
1993-03-16T00:00:00Z,1993-03-16,0.625,0.628906,0.605469,0.617188,0.50747,7276800
1993-03-17T00:00:00Z,1993-03-17,0.609375,0.617188,0.601563,0.609375,0.501047,5907200
1993-03-18T00:00:00Z,1993-03-18,0.609375,0.617188,0.605469,0.605469,0.497835,2547200
1993-03-19T00:00:00Z,1993-03-19,0.613281,0.613281,0.601563,0.601563,0.494623,2745600
1993-03-22T00:00:00Z,1993-03-22,0.597656,0.605469,0.589844,0.601563,0.494623,3737600
1993-03-23T00:00:00Z,1993-03-23,0.601563,0.613281,0.59375,0.605469,0.497835,7929600
1993-03-24T00:00:00Z,1993-03-24,0.605469,0.613281,0.601563,0.605469,0.497835,6816000
1993-03-25T00:00:00Z,1993-03-25,0.605469,0.619141,0.601563,0.613281,0.504258,4601600
1993-03-26T00:00:00Z,1993-03-26,0.621094,0.621094,0.585938,0.589844,0.484987,13171200
1993-03-29T00:00:00Z,1993-03-29,0.585938,0.589844,0.574219,0.585938,0.481776,4569600
1993-03-30T00:00:00Z,1993-03-30,0.589844,0.597656,0.574219,0.574219,0.47214,5478400
1993-03-31T00:00:00Z,1993-03-31,0.582031,0.597656,0.578125,0.59375,0.488199,4524800
1993-04-01T00:00:00Z,1993-04-01,0.59375,0.597656,0.585938,0.597656,0.491411,2784000
1993-04-02T00:00:00Z,1993-04-02,0.59375,0.597656,0.582031,0.589844,0.484987,5049600
1993-04-05T00:00:00Z,1993-04-05,0.589844,0.589844,0.578125,0.585938,0.481776,3001600
1993-04-06T00:00:00Z,1993-04-06,0.585938,0.585938,0.542969,0.546875,0.449657,23270400
1993-04-07T00:00:00Z,1993-04-07,0.546875,0.5625,0.535156,0.5625,0.462504,14681600
1993-04-08T00:00:00Z,1993-04-08,0.566406,0.613281,0.5625,0.609375,0.501047,17817600
1993-04-12T00:00:00Z,1993-04-12,0.609375,0.617188,0.597656,0.605469,0.497835,9100800
1993-04-13T00:00:00Z,1993-04-13,0.609375,0.625,0.601563,0.617188,0.50747,6752000
1993-04-14T00:00:00Z,1993-04-14,0.625,0.625,0.609375,0.617188,0.50747,2873600
1993-04-15T00:00:00Z,1993-04-15,0.613281,0.617188,0.609375,0.617188,0.50747,2886400
1993-04-16T00:00:00Z,1993-04-16,0.613281,0.617188,0.601563,0.605469,0.497835,7936000
1993-04-19T00:00:00Z,1993-04-19,0.601563,0.625,0.597656,0.621094,0.510682,8748800
1993-04-20T00:00:00Z,1993-04-20,0.617188,0.628906,0.582031,0.59375,0.488199,19801600
1993-04-21T00:00:00Z,1993-04-21,0.601563,0.609375,0.589844,0.605469,0.497835,10035200
1993-04-22T00:00:00Z,1993-04-22,0.605469,0.617188,0.59375,0.609375,0.501047,7628800
1993-04-23T00:00:00Z,1993-04-23,0.609375,0.613281,0.585938,0.589844,0.484987,6246400
1993-04-26T00:00:00Z,1993-04-26,0.589844,0.597656,0.578125,0.587891,0.483382,5990400
1993-04-27T00:00:00Z,1993-04-27,0.589844,0.589844,0.574219,0.589844,0.484987,5280000
1993-04-28T00:00:00Z,1993-04-28,0.589844,0.601563,0.582031,0.601563,0.494623,4595200
1993-04-29T00:00:00Z,1993-04-29,0.601563,0.613281,0.589844,0.609375,0.501047,6297600
1993-04-30T00:00:00Z,1993-04-30,0.617188,0.621094,0.605469,0.605469,0.497835,5964800
1993-05-03T00:00:00Z,1993-05-03,0.617188,0.636719,0.609375,0.632813,0.520318,17926400
1993-05-04T00:00:00Z,1993-05-04,0.632813,0.664063,0.628906,0.65625,0.539589,28633600
1993-05-05T00:00:00Z,1993-05-05,0.660156,0.675781,0.652344,0.660156,0.5428,42073600
1993-05-06T00:00:00Z,1993-05-06,0.660156,0.683594,0.660156,0.667969,0.549224,12256000
1993-05-07T00:00:00Z,1993-05-07,0.667969,0.675781,0.660156,0.660156,0.5428,3564800
1993-05-10T00:00:00Z,1993-05-10,0.660156,0.6875,0.660156,0.6875,0.565283,11334400
1993-05-11T00:00:00Z,1993-05-11,0.683594,0.707031,0.679688,0.703125,0.57813,15891200
1993-05-12T00:00:00Z,1993-05-12,0.703125,0.703125,0.683594,0.691406,0.568495,19750400
1993-05-13T00:00:00Z,1993-05-13,0.6875,0.6875,0.667969,0.675781,0.555647,10489600
1993-05-14T00:00:00Z,1993-05-14,0.667969,0.695313,0.660156,0.691406,0.568495,13088000
1993-05-17T00:00:00Z,1993-05-17,0.695313,0.703125,0.667969,0.685547,0.563677,9683200
1993-05-18T00:00:00Z,1993-05-18,0.683594,0.699219,0.683594,0.695313,0.571707,7244800
1993-05-19T00:00:00Z,1993-05-19,0.695313,0.703125,0.6875,0.699219,0.574919,10726400
1993-05-20T00:00:00Z,1993-05-20,0.703125,0.746094,0.699219,0.746094,0.613461,30355200
1993-05-21T00:00:00Z,1993-05-21,0.746094,0.746094,0.726563,0.730469,0.600614,24134400
1993-05-24T00:00:00Z,1993-05-24,0.726563,0.738281,0.714844,0.734375,0.603826,15596800
1993-05-25T00:00:00Z,1993-05-25,0.734375,0.738281,0.726563,0.738281,0.607037,8627200
1993-05-26T00:00:00Z,1993-05-26,0.738281,0.75,0.730469,0.75,0.616672,10630400
1993-05-27T00:00:00Z,1993-05-27,0.753906,0.761719,0.75,0.757813,0.623097,10636800
1993-05-28T00:00:00Z,1993-05-28,0.757813,0.757813,0.742188,0.75,0.616672,10681600
1993-06-01T00:00:00Z,1993-06-01,0.75,0.75,0.71875,0.734375,0.603826,15065600
1993-06-02T00:00:00Z,1993-06-02,0.734375,0.742188,0.71875,0.734375,0.603826,9049600
1993-06-03T00:00:00Z,1993-06-03,0.730469,0.757813,0.730469,0.751953,0.618279,11008000
1993-06-04T00:00:00Z,1993-06-04,0.746094,0.75,0.740234,0.742188,0.610249,4691200
1993-06-07T00:00:00Z,1993-06-07,0.75,0.761719,0.738281,0.761719,0.626308,6374400
1993-06-08T00:00:00Z,1993-06-08,0.738281,0.738281,0.722656,0.722656,0.59419,17606400
1993-06-09T00:00:00Z,1993-06-09,0.722656,0.742188,0.722656,0.730469,0.600614,12614400
1993-06-10T00:00:00Z,1993-06-10,0.730469,0.738281,0.726563,0.738281,0.607037,7712000
1993-06-11T00:00:00Z,1993-06-11,0.730469,0.777344,0.730469,0.765625,0.62952,14060800
1993-06-14T00:00:00Z,1993-06-14,0.761719,0.769531,0.75,0.757813,0.623097,6457600
1993-06-15T00:00:00Z,1993-06-15,0.753906,0.765625,0.734375,0.742188,0.610249,5753600
1993-06-16T00:00:00Z,1993-06-16,0.730469,0.753906,0.730469,0.753906,0.619884,6195200
1993-06-17T00:00:00Z,1993-06-17,0.746094,0.759766,0.746094,0.757813,0.623097,4025600
1993-06-18T00:00:00Z,1993-06-18,0.757813,0.757813,0.71875,0.722656,0.59419,14003200
1993-06-21T00:00:00Z,1993-06-21,0.730469,0.730469,0.695313,0.705078,0.579736,13030400
1993-06-22T00:00:00Z,1993-06-22,0.699219,0.738281,0.699219,0.726563,0.597402,13811200
1993-06-23T00:00:00Z,1993-06-23,0.732422,0.732422,0.714844,0.71875,0.590978,4998400
1993-06-24T00:00:00Z,1993-06-24,0.71875,0.746094,0.707031,0.742188,0.610249,11520000
1993-06-25T00:00:00Z,1993-06-25,0.75,0.761719,0.742188,0.757813,0.623097,6278400
1993-06-28T00:00:00Z,1993-06-28,0.765625,0.765625,0.753906,0.765625,0.62952,3500800
1993-06-29T00:00:00Z,1993-06-29,0.765625,0.765625,0.75,0.75,0.616672,6150400
1993-06-30T00:00:00Z,1993-06-30,0.75,0.765625,0.75,0.765625,0.62952,8140800
1993-07-01T00:00:00Z,1993-07-01,0.761719,0.773438,0.75,0.773438,0.635944,12441600
1993-07-02T00:00:00Z,1993-07-02,0.785156,0.8125,0.773438,0.804688,0.661639,20870400
1993-07-06T00:00:00Z,1993-07-06,0.816406,0.84375,0.8125,0.835938,0.687333,19302400
1993-07-07T00:00:00Z,1993-07-07,0.835938,0.835938,0.820313,0.828125,0.680909,15660800
1993-07-08T00:00:00Z,1993-07-08,0.832031,0.839844,0.828125,0.833984,0.685727,10982400
1993-07-09T00:00:00Z,1993-07-09,0.828125,0.828125,0.808594,0.808594,0.66485,13344000
1993-07-12T00:00:00Z,1993-07-12,0.796875,0.796875,0.769531,0.773438,0.635944,21868800
1993-07-13T00:00:00Z,1993-07-13,0.773438,0.779297,0.75,0.753906,0.619884,22316800
1993-07-14T00:00:00Z,1993-07-14,0.75,0.789063,0.75,0.777344,0.639156,20172800
1993-07-15T00:00:00Z,1993-07-15,0.777344,0.792969,0.769531,0.78125,0.642367,12601600
1993-07-16T00:00:00Z,1993-07-16,0.78125,0.792969,0.777344,0.78125,0.642367,10681600
1993-07-19T00:00:00Z,1993-07-19,0.773438,0.777344,0.753906,0.765625,0.62952,18796800
1993-07-20T00:00:00Z,1993-07-20,0.765625,0.785156,0.75,0.773438,0.635944,14739200
1993-07-21T00:00:00Z,1993-07-21,0.777344,0.789063,0.769531,0.785156,0.645579,11539200
1993-07-22T00:00:00Z,1993-07-22,0.78125,0.785156,0.746094,0.753906,0.619884,11270400
1993-07-23T00:00:00Z,1993-07-23,0.753906,0.773438,0.746094,0.761719,0.626308,9811200
1993-07-26T00:00:00Z,1993-07-26,0.761719,0.773438,0.742188,0.746094,0.613461,13286400
1993-07-27T00:00:00Z,1993-07-27,0.744141,0.769531,0.742188,0.765625,0.62952,14284800
